,AGREEMENT_RK,AGE,GEN_TITLE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,TARGET
17568,73818413,47,Рабочий,1,0,1,2,0,8000.0,1,1,0
17569,73818467,41,Служащий,1,0,0,0,0,33000.0,1,0,1
17570,73818470,30,Специалист,1,0,0,1,1,11000.0,2,1,0
17572,73818492,26,Служащий,1,0,1,1,1,12000.0,1,0,0
17573,73818546,55,,0,1,1,2,0,7500.0,1,0,0
17574,73818569,64,Рабочий,1,0,1,1,0,13000.0,1,0,0
17575,73818706,28,Рабочий,1,0,0,1,1,15000.0,1,0,0
17576,73819123,50,Специалист,1,0,1,0,0,15500.0,1,0,0
17577,73819442,55,Высококвалифиц. специалист,1,0,0,2,0,7000.0,1,0,0
17578,73819980,25,Специалист,1,0,0,1,1,17000.0,1,1,1
17579,73820306,24,Специалист,1,0,1,0,0,8300.0,1,0,0
17580,73820368,39,Специалист,1,0,0,2,2,20000.0,1,0,1
17581,73820541,39,Рабочий,1,0,1,2,1,7000.0,1,0,0
17582,73820676,30,Высококвалифиц. специалист,1,0,1,1,1,15000.0,2,1,1
17584,73820751,47,Специалист,1,0,1,1,1,7500.0,1,1,0
17585,73820828,50,Специалист,1,0,1,2,0,16000.0,2,1,0
17587,73821355,46,Рабочий,1,0,0,2,1,20000.0,1,1,0
17588,73821469,27,Рабочий,1,0,0,0,0,18000.0,2,1,0
17590,73821544,22,Рабочий,1,0,0,0,0,16000.0,1,0,0
17591,73821747,39,Специалист,1,0,0,1,1,22000.0,2,1,0
17593,73821864,43,Специалист,1,0,1,1,1,12000.0,3,2,0
17596,73821964,51,Работник сферы услуг,1,1,1,0,0,12000.0,1,0,0
17597,73822367,23,Специалист,1,0,0,0,0,13000.0,1,0,0
17598,73822459,53,Специалист,1,0,0,1,0,12000.0,2,1,0
17600,73822653,33,Работник сферы услуг,1,0,0,1,1,25000.0,2,2,0
17602,73822834,55,Рабочий,1,1,1,1,0,14000.0,1,0,0
17603,73823177,22,Другое,1,0,0,0,0,15000.0,1,0,0
17604,73823621,25,Специалист,1,0,0,0,0,8000.0,1,1,0
17605,73823819,59,,0,1,1,2,0,9000.0,2,1,0
17607,73824049,53,Рабочий,1,0,1,2,0,12000.0,1,0,0
17608,73824113,53,,0,1,1,3,0,8000.0,1,0,0
17609,73824148,44,Специалист,1,0,1,0,0,20000.0,1,0,0
17610,73824166,27,Специалист,1,0,0,1,1,9000.0,2,1,1
17612,73824213,38,Индивидуальный предприниматель,1,0,0,1,0,20000.0,1,0,0
17613,73824701,35,Специалист,1,0,1,1,1,5500.0,1,0,0
17614,73825072,57,,0,1,1,2,0,16000.0,1,0,0
17615,73825102,53,Рабочий,1,0,0,2,0,9000.0,1,0,0
17616,73825218,61,Специалист,1,0,1,0,0,17000.0,1,0,1
17617,73825373,49,Индивидуальный предприниматель,1,0,0,1,1,20000.0,1,0,1
17618,73825421,26,Высококвалифиц. специалист,1,0,1,1,1,26000.0,1,0,1
17619,73825502,40,Рабочий,1,0,0,1,1,15000.0,2,0,0
17621,73825577,33,Специалист,1,0,1,1,1,9000.0,1,0,0
17622,73825818,55,Специалист,1,0,0,5,0,6500.0,3,2,1
17625,73825850,63,,0,1,1,0,0,11000.0,1,0,0
17626,73826048,56,,0,1,1,3,0,11000.0,1,0,0
17627,73826208,33,Специалист,1,0,1,1,1,5500.0,1,0,0
17628,73826295,52,Руководитель высшего звена,1,0,1,2,0,9000.0,1,0,0
17629,73826301,42,Специалист,1,0,0,1,1,20000.0,2,1,0
17631,73826454,44,Рабочий,1,0,0,1,0,7000.0,1,0,0
17632,73826527,50,Работник сферы услуг,1,0,0,3,3,14000.0,1,0,0
17633,73826560,46,Рабочий,1,0,1,0,0,7000.0,1,0,0
17634,73826710,51,Специалист,1,0,1,2,0,7500.0,2,1,0
17636,73826822,40,Специалист,1,0,1,1,1,10000.0,1,0,0
17637,73826946,30,Служащий,1,0,1,2,2,11000.0,1,0,0
17638,73827016,49,Специалист,1,0,1,1,1,8000.0,2,1,0
17640,73827145,56,,0,1,1,2,0,11000.0,1,0,0
17641,73827263,62,Специалист,1,1,1,1,0,15000.0,2,1,0
17643,73827277,58,Специалист,1,1,1,0,0,23000.0,1,0,0
17644,73827303,30,Специалист,1,0,1,1,1,6000.0,1,0,1
17645,73827460,30,Служащий,1,0,0,1,1,15000.0,1,0,0
17646,73827779,22,Рабочий,1,0,1,0,0,9000.0,1,0,0
17647,73827857,46,Руководитель среднего звена,1,0,1,0,0,10000.0,1,0,0
17648,73827885,46,Специалист,1,0,1,2,1,15000.0,1,0,0
17649,73827953,27,Специалист,1,0,0,2,2,5800.0,1,1,0
17650,73828093,35,Специалист,1,0,1,1,1,10000.0,1,0,0
17651,73828134,34,Служащий,1,0,0,1,1,15000.0,1,0,0
17652,73828143,56,Высококвалифиц. специалист,1,1,1,2,0,16000.0,2,0,0
17654,73828378,50,Специалист,1,0,1,1,0,11000.0,2,1,0
17656,73828421,43,Служащий,1,0,1,3,1,6000.0,1,0,0
17657,73828477,57,,0,1,1,3,0,9200.0,1,0,0
17658,73828582,40,Специалист,1,0,1,1,1,12000.0,1,0,0
17659,73828623,22,Специалист,1,0,1,1,1,8000.0,1,1,0
17660,73828742,38,Специалист,1,0,0,2,2,14000.0,1,1,0
17661,73828754,59,Рабочий,1,0,1,0,0,18000.0,1,0,0
17662,73828994,53,Специалист,1,0,1,3,1,23000.0,1,0,0
17663,73829000,26,Специалист,1,0,0,1,1,20000.0,2,1,0
17665,73829037,47,Служащий,1,0,0,0,0,10000.0,1,0,0
17666,73829334,26,Руководитель среднего звена,1,0,1,1,1,8000.0,2,1,0
17668,73829552,42,Рабочий,1,0,1,2,1,15000.0,1,0,1
17669,73829630,65,Рабочий,1,1,1,0,0,11000.0,1,0,0
17670,73829735,50,Специалист,1,0,1,2,2,12000.0,1,0,0
17671,73829761,38,Специалист,1,0,1,2,2,7000.0,1,1,0
17672,73829769,55,,0,1,1,4,0,5000.0,1,0,0
17673,73829778,51,,0,1,0,1,0,4330.0,1,0,0
17674,73829974,24,Специалист,1,0,1,0,0,10000.0,1,0,0
17675,73830022,55,,0,1,1,1,1,7101.0,1,0,0
17676,73830225,45,Руководитель высшего звена,1,0,1,2,1,10000.0,1,0,0
17677,73830243,47,Специалист,1,0,1,0,0,10000.0,1,0,1
17678,73830281,35,Специалист,1,0,1,2,2,15000.0,1,0,1
17679,73830326,38,Служащий,1,0,0,1,1,20000.0,3,2,0
17682,73830459,24,Рабочий,1,0,1,0,0,10000.0,1,0,0
17683,73830621,38,Рабочий,1,0,0,1,1,12000.0,1,0,0
17684,73830717,37,Специалист,1,0,0,1,1,9000.0,2,1,0
17686,73830743,29,Специалист,1,0,1,1,1,25000.0,1,0,0
17687,73830782,34,Специалист,1,0,0,2,3,16000.0,1,0,1
17688,73830909,40,Специалист,1,0,1,2,2,10000.0,2,1,1
17690,73831004,25,Специалист,1,0,0,0,0,20000.0,1,0,0
17691,73831089,35,Специалист,1,0,1,2,2,12000.0,2,1,0
17693,73831204,37,Специалист,1,0,1,1,1,9500.0,3,2,0
17696,73831318,25,Специалист,1,0,1,0,0,23000.0,1,0,0
17697,73831460,49,Специалист,1,0,1,0,0,11000.0,1,0,0
17698,73831690,24,Служащий,1,0,1,1,1,9000.0,1,1,1
17699,73832234,56,,0,1,1,0,0,15000.0,1,0,0
17700,73832333,54,,0,1,1,3,0,5000.0,4,3,0
17704,73832495,62,,0,1,0,1,0,11000.0,1,0,0
17705,73832750,40,Рабочий,1,0,1,1,0,12000.0,1,0,0
17706,73832846,28,Специалист,1,0,0,0,0,13000.0,1,0,0
17707,73832889,24,Рабочий,1,0,1,0,0,7000.0,1,0,0
17708,73832944,56,,0,1,1,1,0,8000.0,2,1,0
17710,73832983,36,Рабочий,1,0,1,1,1,10000.0,1,0,0
17711,73833083,38,Рабочий,1,0,0,3,3,8000.0,1,0,0
17713,73833254,58,,0,1,1,0,0,20000.0,1,0,1
17714,73833420,35,Индивидуальный предприниматель,1,0,1,1,1,20000.0,1,0,1
17715,73833428,24,Работник сферы услуг,1,0,1,0,0,8000.0,1,0,0
17716,73833430,55,Специалист,1,0,0,0,0,20000.0,1,0,0
17717,73833445,50,Служащий,1,0,0,7,7,24000.0,1,0,0
17718,73833493,57,Специалист,1,0,1,2,0,14000.0,2,2,0
17720,73833554,57,,0,1,1,1,1,8700.0,3,2,0
17723,73834145,26,Специалист,1,0,1,0,0,25000.0,1,0,1
17724,73834216,33,Рабочий,1,0,1,2,2,7000.0,1,0,0
17725,73834561,51,Работник сферы услуг,1,0,1,1,0,14000.0,1,0,0
17726,73834622,52,Рабочий,1,0,1,2,0,20000.0,1,0,0
17728,73835263,29,Специалист,1,0,1,1,1,12000.0,2,1,0
17730,73835501,32,Индивидуальный предприниматель,1,0,1,2,2,15000.0,1,0,1
17731,73835565,52,Индивидуальный предприниматель,1,0,1,0,0,35000.0,1,0,0
17732,73835674,59,,0,1,1,2,1,17500.0,1,0,0
17733,73835698,34,Специалист,1,0,1,2,2,8500.0,1,0,0
17734,73835882,33,Специалист,1,0,1,2,2,8900.0,1,0,1
17735,73836002,62,Специалист,1,1,0,0,0,13000.0,2,1,0
17737,73836003,24,Специалист,1,0,0,0,0,8000.0,2,1,0
17739,73836162,24,Специалист,1,0,1,0,0,9500.0,2,0,0
17741,73836615,31,Руководитель среднего звена,1,0,1,0,0,25000.0,1,0,1
17742,73836623,23,Специалист,1,0,1,0,0,12000.0,1,0,0
17743,73836891,32,Руководитель среднего звена,1,0,1,2,2,10000.0,1,0,1
17744,73836902,42,Руководитель высшего звена,1,0,1,1,0,13000.0,2,1,0
17746,73837052,24,Рабочий,1,0,1,1,1,6000.0,1,0,0
17747,73837232,55,Специалист,1,1,1,0,0,13000.0,2,2,0
17749,73837410,44,Специалист,1,0,1,1,1,8500.0,3,2,0
17752,73837519,41,Рабочий,1,0,0,0,0,15000.0,1,0,0
17753,73838088,47,Рабочий,1,0,1,1,0,9000.0,1,0,0
17754,73838107,42,Рабочий,1,0,0,0,0,7500.0,1,0,0
17755,73838132,24,Специалист,1,0,1,1,1,12000.0,1,1,0
17756,73838186,28,Высококвалифиц. специалист,1,0,0,0,0,13000.0,1,1,0
17757,73838596,25,Специалист,1,0,1,1,1,9000.0,1,0,0
17758,73838698,38,Руководитель среднего звена,1,0,1,1,1,28000.0,2,1,0
17760,73838728,49,Специалист,1,0,1,2,0,11000.0,2,1,0
17762,73838744,55,Специалист,1,0,1,2,0,9000.0,1,0,0
17763,73838773,32,Высококвалифиц. специалист,1,0,1,0,0,25000.0,1,0,0
17764,73838854,35,Специалист,1,0,1,1,1,8000.0,2,1,0
17766,73839223,49,Специалист,1,0,0,2,1,25000.0,1,0,0
17767,73839278,37,Работник сферы услуг,1,0,1,2,2,8000.0,1,1,0
17768,73839436,53,Специалист,1,1,1,1,1,9000.0,2,1,0
17770,73839474,27,Рабочий,1,0,0,1,1,16000.0,1,0,0
17771,73839622,26,Рабочий,1,0,1,1,1,10000.0,1,0,0
17772,73839680,47,Специалист,1,0,0,0,0,12000.0,3,2,0
17775,73839719,24,Специалист,1,0,1,0,0,15000.0,1,0,0
17776,73839746,45,Специалист,1,0,0,2,2,20000.0,2,2,0
17778,73839803,35,Специалист,1,0,1,2,2,10000.0,2,2,0
17780,73839917,50,Специалист,1,0,1,0,0,24000.0,2,1,1
17782,73839918,47,Специалист,1,0,1,1,0,10000.0,1,0,0
17783,73840069,57,Специалист,1,1,1,1,0,10000.0,1,0,0
17784,73840103,28,Специалист,1,0,1,1,1,12000.0,4,2,0
17788,73840141,26,Специалист,1,0,1,0,0,12000.0,1,0,0
17789,73840362,41,Специалист,1,0,1,2,2,8500.0,2,1,0
17791,73840454,24,Специалист,1,0,1,0,0,8000.0,1,0,0
17792,73840646,48,Специалист,1,0,0,0,0,25000.0,1,0,0
17793,73840661,42,Рабочий,1,0,1,3,1,8000.0,1,0,0
17794,73840692,61,Специалист,1,1,1,0,0,15000.0,3,2,0
17797,73841023,25,Специалист,1,0,1,2,2,15000.0,1,0,0
17798,73841428,34,Руководитель высшего звена,1,0,1,3,2,16000.0,1,0,0
17799,73841490,36,Специалист,1,0,1,2,2,12000.0,1,1,1
17800,73841670,56,,0,1,1,2,0,9000.0,2,1,0
17802,73841891,59,,0,1,1,0,0,15000.0,1,0,0
17803,73841937,35,Руководитель низшего звена,1,0,0,2,2,20000.0,1,0,0
17804,73841943,58,Специалист,1,1,1,1,0,15000.0,1,0,0
17805,73841970,52,Специалист,1,0,0,0,0,10000.0,2,2,1
17807,73841979,48,Специалист,1,0,1,1,0,18000.0,1,0,0
17808,73842026,37,Высококвалифиц. специалист,1,0,1,1,1,20000.0,1,0,0
17809,73842151,33,Другое,1,0,0,2,2,25000.0,1,0,0
17810,73842160,24,Служащий,1,0,1,0,0,10000.0,2,0,1
17812,73842162,59,Рабочий,1,0,0,3,1,8000.0,1,0,0
17813,73842543,54,Служащий,1,0,1,2,0,11000.0,1,0,0
17814,73842596,56,,0,1,1,3,0,10000.0,1,0,0
17815,73842682,24,Специалист,1,0,1,2,0,12000.0,1,0,0
17816,73842839,46,Рабочий,1,0,1,1,0,17000.0,2,0,0
17818,73842876,61,,0,1,1,3,0,9000.0,1,0,0
17819,73842924,42,Специалист,1,0,1,1,0,15000.0,3,2,0
17822,73843009,37,Специалист,1,0,1,1,0,20000.0,1,0,0
17823,73843428,42,Специалист,1,0,1,2,1,9000.0,1,1,1
17824,73843433,29,Рабочий,1,0,0,2,2,10000.0,1,1,0
17825,73843592,37,Специалист,1,0,1,0,0,11000.0,1,0,0
17826,73843618,26,Руководитель среднего звена,1,0,0,0,0,16700.0,1,0,1
17827,73843648,36,Рабочий,1,0,1,2,2,8000.0,1,0,1
17828,73843992,43,Специалист,1,0,1,2,2,10000.0,1,0,0
17829,73844260,54,Специалист,1,0,1,1,0,9000.0,1,0,0
17830,73844427,54,Рабочий,1,0,0,0,0,15000.0,1,0,0
17831,73844552,43,Специалист,1,0,1,3,2,8000.0,1,0,1
17832,73844569,50,Специалист,1,0,1,0,0,13000.0,2,1,0
17834,73844606,46,Служащий,1,0,1,0,0,4340.0,1,0,0
17835,73844827,49,Специалист,1,0,1,2,0,7000.0,1,0,0
17836,73844833,59,,0,1,1,0,0,14000.0,1,0,0
17837,73844913,24,Специалист,1,0,1,0,0,11000.0,1,0,1
17838,73844919,22,Рабочий,1,0,0,0,0,6500.0,1,0,0
17839,73845011,29,Специалист,1,0,0,1,1,23000.0,1,0,1
17840,73845037,55,Рабочий,1,0,0,2,2,13000.0,1,0,0
17841,73845175,57,Рабочий,1,1,0,2,0,30000.0,1,0,0
17842,73845184,48,Специалист,1,0,1,2,0,14000.0,1,0,0
17843,73845408,44,Рабочий,1,0,1,1,1,8200.0,1,0,0
17844,73845416,58,Специалист,1,0,1,1,0,16000.0,2,1,0
17846,73845471,23,Специалист,1,0,1,1,1,25000.0,1,0,1
17847,73845508,55,Специалист,1,0,1,0,0,15000.0,1,0,0
17848,73845638,45,Рабочий,1,0,1,2,0,8000.0,1,0,1
17849,73845731,52,,0,1,1,0,0,8400.0,1,0,0
17850,73845798,34,Служащий,1,0,0,2,2,10000.0,1,0,0
17851,73845817,41,Рабочий,1,0,1,0,0,7000.0,1,0,0
17852,73845860,61,,0,1,1,10,0,7300.0,1,1,0
17853,73845923,42,Рабочий,1,0,1,2,2,15000.0,1,0,0
17854,73846007,56,,0,1,1,0,0,11500.0,1,0,0
17855,73846119,52,Другое,1,0,1,2,0,15000.0,1,0,0
17856,73846208,54,Специалист,1,0,1,1,0,12000.0,2,1,0
17858,73846209,51,Рабочий,1,0,1,0,0,10000.0,1,0,0
17859,73846373,58,,0,1,1,2,0,7200.0,1,0,0
17860,73846507,47,Специалист,1,0,1,2,1,13000.0,1,0,0
17861,73846594,30,Специалист,1,0,1,1,1,11000.0,1,0,0
17862,73846646,39,Рабочий,1,0,1,1,0,4500.0,1,0,0
17863,73846672,45,Другое,1,0,0,2,1,18000.0,1,0,0
17864,73846743,29,Специалист,1,0,0,0,0,13500.0,1,0,0
17865,73846819,38,Специалист,1,0,0,2,2,11000.0,2,1,0
17867,73846864,48,Высококвалифиц. специалист,1,0,1,2,0,12000.0,1,0,0
17868,73846980,22,Специалист,1,0,1,0,0,10000.0,1,1,0
17869,73847274,45,Специалист,1,0,1,2,2,12000.0,2,1,0
17871,73847292,29,Специалист,1,0,1,1,1,4000.0,1,0,0
17872,73847366,34,Рабочий,1,0,1,2,2,19000.0,1,0,0
17873,73847529,24,Специалист,1,0,1,0,0,8000.0,1,1,0
17874,73847656,46,Руководитель низшего звена,1,0,1,1,1,8000.0,1,0,0
17875,73847681,22,Рабочий,1,0,0,0,0,12000.0,2,0,0
17877,73847684,27,Военнослужащий по контракту,1,0,0,1,1,17000.0,1,0,0
17878,73847704,51,,0,1,1,0,0,5000.0,1,0,0
17879,73847748,27,Специалист,1,0,1,1,1,19000.0,1,1,0
17880,73847749,45,Специалист,1,0,1,2,2,8000.0,1,0,0
17881,73847845,42,Руководитель среднего звена,1,0,1,0,0,15000.0,1,0,1
17882,73847984,36,Специалист,1,0,1,2,2,10000.0,1,0,0
17883,73848061,59,,0,1,1,2,0,8000.0,1,0,0
17884,73848128,61,,0,1,1,2,0,5100.0,2,0,0
17886,73848343,34,Специалист,1,0,0,3,3,12000.0,1,0,0
17887,73848577,59,Служащий,1,1,1,0,0,15000.0,1,0,0
17888,73848706,30,Служащий,1,0,0,2,2,16000.0,1,0,0
17889,73848954,37,Специалист,1,0,1,1,1,8500.0,1,1,0
17890,73849013,58,Высококвалифиц. специалист,1,0,1,0,0,18000.0,1,0,1
17891,73849095,24,Высококвалифиц. специалист,1,0,1,0,0,11000.0,1,0,0
17892,73849233,36,Руководитель низшего звена,1,0,0,2,2,14000.0,2,1,0
17894,73849268,49,Специалист,1,1,0,2,0,15000.0,2,0,0
17896,73849272,26,Специалист,1,0,0,1,1,9000.0,2,1,0
17898,73849312,32,Специалист,1,0,0,2,2,15200.0,1,1,0
17899,73849376,48,Специалист,1,0,1,2,0,25000.0,2,1,1
17901,73849553,47,Руководитель высшего звена,1,0,0,3,1,20000.0,2,1,0
17903,73849823,44,Руководитель высшего звена,1,0,1,0,0,9500.0,2,0,0
17905,73850000,58,,0,1,1,0,0,8000.0,1,0,0
17906,73850062,32,Специалист,1,0,0,2,2,18000.0,2,2,0
17908,73850084,42,Рабочий,1,0,1,2,1,8000.0,1,0,0
17909,73850136,41,Специалист,1,0,1,0,0,11000.0,1,0,0
17910,73850325,56,Работник сферы услуг,1,1,1,4,0,20000.0,1,0,0
17911,73850403,56,Специалист,1,0,1,2,0,14000.0,1,0,0
17912,73850417,51,Специалист,1,0,1,4,0,16000.0,2,1,0
17914,73850587,39,Специалист,1,0,1,1,1,15000.0,1,0,0
17915,73850835,54,Рабочий,1,1,1,4,1,16800.0,1,0,1
17916,73851004,57,,0,1,1,0,0,9000.0,1,0,0
17917,73851547,30,Специалист,1,0,0,1,1,8000.0,2,0,0
17919,74008548,56,,0,1,1,0,0,5000.0,2,0,0
17921,74008610,54,,0,1,1,0,0,5500.0,1,0,0
17922,74009178,38,Специалист,1,0,1,2,2,6000.0,1,0,1
17923,74009363,60,,0,1,1,2,0,6200.0,1,1,0
17924,74009424,57,,0,1,1,0,0,7000.0,1,0,0
17925,74009428,23,Рабочий,1,0,0,0,0,18000.0,1,0,0
17926,74009434,48,,0,1,1,0,0,4000.0,2,2,0
17928,74009711,37,Специалист,1,0,1,1,1,4700.0,2,1,0
17930,74009794,39,Рабочий,1,0,1,0,0,6000.0,1,0,0
17931,74009904,27,Специалист,1,0,1,1,1,30000.0,2,2,0
17933,74009947,22,Специалист,1,0,1,1,1,5500.0,1,0,0
17934,74010090,30,Рабочий,1,0,0,0,0,5000.0,1,0,0
17935,74010153,50,Рабочий,1,0,1,3,0,7000.0,1,0,0
17936,74010507,58,,0,1,1,0,0,6000.0,1,0,0
17937,74010571,27,Специалист,1,0,1,0,0,7000.0,2,1,0
17939,74010709,49,Рабочий,1,0,1,0,0,6000.0,1,0,0
17940,74010754,32,Рабочий,1,0,1,1,0,7000.0,1,0,0
17944,74011091,30,Специалист,1,0,1,2,2,6000.0,2,0,0
17946,74011437,47,Специалист,1,0,1,2,0,6500.0,2,1,0
17948,74011975,54,Рабочий,1,0,1,2,0,4000.0,1,0,0
17949,74012446,46,Служащий,1,0,1,0,0,5600.0,1,0,0
17950,74012647,55,,0,1,1,0,0,5000.0,1,1,0
17951,74012691,40,Специалист,1,0,1,2,1,5000.0,2,1,0
17953,74012694,58,,0,1,1,3,0,6500.0,1,0,0
17954,74013067,56,,0,1,1,2,0,6400.0,1,1,0
17955,74013278,63,,0,1,0,0,0,5000.0,2,1,0
17957,74013308,44,Специалист,1,0,1,2,1,5000.0,1,1,0
17958,74013367,41,Рабочий,1,0,1,2,1,7000.0,2,0,0
17960,74013559,40,Рабочий,1,0,1,3,3,6000.0,1,0,0
17961,74013630,58,,0,1,1,1,1,6000.0,1,0,0
17962,74013743,24,Специалист,1,0,0,0,0,18000.0,2,1,0
17964,74013792,61,,0,1,1,2,0,8900.0,1,1,0
17965,74013919,35,Рабочий,1,0,1,2,2,4500.0,2,0,0
17967,74014256,36,Специалист,1,0,0,2,2,7000.0,3,2,0
17970,74014638,62,,0,1,0,2,0,7000.0,1,0,0
17971,74014892,47,Рабочий,1,0,1,0,0,6000.0,1,0,0
17972,74015000,57,,0,1,1,0,0,5200.0,1,0,0
17973,74015050,24,Специалист,1,0,1,0,0,6000.0,1,1,0
17974,74015143,45,Рабочий,1,0,1,2,0,6000.0,1,0,0
17975,74015150,26,Специалист,1,0,1,1,1,7000.0,1,0,0
17976,74015293,26,Служащий,1,0,1,1,1,6000.0,1,0,0
17977,74015848,41,Рабочий,1,0,1,5,6,14000.0,1,0,1
17978,74016055,56,,0,1,1,0,0,5000.0,3,2,0
17981,74016091,25,Специалист,1,0,1,1,1,16500.0,1,0,0
17982,74016174,55,Рабочий,1,0,1,2,0,17000.0,1,1,0
17983,74016211,26,Специалист,1,0,1,0,0,6800.0,2,1,0
17985,74016422,36,Рабочий,1,0,0,0,0,6500.0,2,0,0
17987,74016494,23,Специалист,1,0,1,0,0,7000.0,1,0,0
17988,74016516,58,,0,1,1,2,0,6000.0,1,0,0
17989,74016587,24,Работник сферы услуг,1,0,1,0,0,7000.0,1,0,0
17990,74016924,55,Специалист,1,0,0,3,1,15000.0,3,2,0
17993,74017407,56,,0,1,1,3,0,5000.0,1,0,0
17994,74017465,38,Другое,1,0,1,1,2,7000.0,2,1,0
17996,74017623,46,,0,1,1,1,1,5000.0,1,0,0
17997,74017708,24,Служащий,1,0,1,2,2,4500.0,1,0,0
17998,74017873,48,Рабочий,1,0,1,1,0,7000.0,1,1,0
17999,74017970,65,,0,1,1,1,0,6500.0,1,0,0
18000,74018034,41,Служащий,1,0,1,0,0,6000.0,1,0,0
18001,74018337,57,,0,1,1,3,0,5000.0,1,1,0
18002,74018454,56,,0,1,0,2,0,4500.0,2,2,0
18004,74018596,30,Специалист,1,0,1,1,1,6500.0,2,2,1
18006,74018598,60,,0,1,1,5,0,5500.0,1,0,0
18007,74018665,58,,0,1,1,3,0,2800.0,2,2,0
18009,74018749,58,Высококвалифиц. специалист,1,0,1,5,0,6500.0,2,0,0
18011,74018836,39,Специалист,1,0,0,1,1,7000.0,1,0,0
18012,74018912,23,Работник сферы услуг,1,0,1,2,2,7000.0,1,0,0
18013,74018964,22,Специалист,1,0,1,0,0,18000.0,1,1,0
18014,74019280,51,Рабочий,1,0,1,4,1,7000.0,1,0,0
18015,74019327,56,,0,1,1,4,0,6500.0,1,0,0
18016,74019472,58,Специалист,1,0,1,1,0,7000.0,3,2,0
18019,74019807,41,Служащий,1,0,1,1,1,6000.0,1,0,0
